tmdb_person_id,name,biography,birthday,place_of_birth,profile_path,popularity
226920,Yōichi Sai,"Yōichi Sai (born 6 July 1949 in Nagano Prefecture, Japan) is a Japanese film director. His mother is Japanese, His father is zainichi Korean.

His 2004 film Chi to hone won four Japanese Academy Awards, including two for Sai himself, for Best Director and Best Screenplay. He had previously received two nominations in the same categories for Tsuki wa dotchi ni dete iru. In 1999 he shot Buta no mukui (The Pig's Retribution), a film set in the lavish natural scenery of Okinawa, inspired by the 1996 Akutagawa Prize-winning eponymous novel by Eiki Matayoshi. The film won the Don Quixote prize at Locarno International Film Festival in 1999.

He won the award for Best Screenplay at the 11th Yokohama Film Festival for A Sign Days.

As an actor, he appeared in Nagisa Oshima's 1999 film Taboo. He is the current president of the Directors Guild of Japan.   ",1949-07-06,"Nagano, Japan",/xmnelxm6X31BvSS6oQ7eNjb1KGa.jpg,0.8776
72823,Kazuki Ōmori,Kazuki Ōmori was a Japanese film director and screenwriter.,1952-03-03,"Osaka Prefecture, Japan",/erjBdZ5MAdlVzAoh2nI5JTFXyRH.jpg,1.0209
142670,Sang-il Lee,"Sang-il Lee is a Korean film director and screenwriter who works in Japan. His first film, “Chong,” was a short film about the lives of third generation Zainichi Koreans living in Japan. “Hula Girls” was declared best Japanese film of 2006 by Kinema Junpo, and Lee won the Best Director and Best Screenplay prizes at the 2007 Japanese Academy Awards for the film. His film “Unforgiven” was screened in the Special Presentation section at the 2013 Toronto International Film Festival.",1974-01-06,"Niigata, Japan",/N1sLanqTAqs3m2PFxIQvZ6mXJE.jpg,1.6845
56212,Eric Khoo,"Cultural Medallion recipient and award winning film maker Eric Khoo who helms Zhao Wei Films/ Gorylah Pictures has been credited for reviving the Singapore film industry and for putting Singapore onto the International film map in 1995. He was the first Singaporean to have his films invited to major film festivals such as Berlin, Venice and Cannes. Khoo was awarded the Chevalier de l'Ordre des Arts et des Letters, from the French Cultural Minister and his feature, My Magic was nominated for the Cannes Palme d'Or in 2008. Khoo was profiled in Phaidon Books, Take 100 the future of Film - 100 New directors. The Pompidou Centre in Paris held an Eric Khoo film retrospective and he served as President of the Jury at The Locarno international film Festival in 2010. In 2011, he released his first animated feature, Tatsumi, which was invited to the 64th Cannes Film Festival and made it's North American premiere at The Museum of Modern Art (MoMA). Zhao Wei Films represents filmakers Boo Junfeng, Anthony Chen, and Brian Gothong Tan.",1965-03-27,Singapore,/apvdm3PKZAcBtPTa6KGKhhsRWl3.jpg,0.5203
1183762,Hiroyuki Satou,,,Unknown,,0.3852
81355,Yukihiko Tsutsumi,,1955-11-03,"Yokkaichi, Mie Prefecture, Japan",/oqcs7jNbcoSeZYUPFblhR75truZ.jpg,1.0681
933706,Yoshitarō Nomura,"Yoshitarō Nomura was a prolific Japanese film director, film producer, and screenwriter. His first accredited film, Pigeon, was released in 1953; his last, Kikenna Onna-tachi, in 1985. He has received several awards during his career, including the Japanese Academy Award for ""Best Director"" for his 1978 film The Demon.",1919-04-23,"Kyoto, Japan",/sQaVZXBOQr4ii3mJGgaY6zTY3Oa.jpg,1.2832
1642774,Kazuya Sakamoto,,1980-08-20,Unknown,/i2bKhPJrGBB3YZIG0lpre6DbQ1C.jpg,0.3975
1091638,Kensho Yamashita,,1944-07-08,Unknown,/1EsrCbz79IyTT8UT8YScPmQz3cE.jpg,0.1424
1715773,Hitoshi Nanba,"Namimi Sanjo (三條 なみみ, Sanjō Namimi) is an alias of Hitoshi Nanba (難波 日登志, Nanba Hitoshi, August 29, 1960), a Japanese director and storyboard artist from Niigata Prefecture, Japan. He worked for Telecom Animation Film, Tokyo Movie, and Group TAC, but he is now a freelance artist.",1960-08-29,"Niigata, Japan",,0.4655
115300,Joji Shimura,"Joji Shimura (志村 錠児, Shimura Jōji, born May 2) is a Japanese anime director.",1967-05-02,"Ome, Tokyo, Japan",,0.6182
207718,Mika Ninagawa,"Mika Ninagawa (蜷川 実花, born October 18, 1972 in Tokyo, Japan) is a Japanese photographer and film director, known for her brightly colored photographs. She has had significant photography success in fashion and advertising. She made her feature length film directorial debut with with Sakuran (2007), and went on to direct Helter Skelter (2012).",1972-10-18,"Tokyo, Japan",/du21uaI5qHZ4tGSlKl9xzgmQXrL.jpg,0.5834
931555,Hiroyuki Yamaga,"Hiroyuki Yamaga (山賀 博之, Yamaga Hiroyuki) is a Japanese anime director and producer, and a founding member of the animation studio Gainax. He is best known for directing the film Royal Space Force: The Wings of Honnêamise (1987) at age 24, directing Mahoromatic (2001), Magical Shopping Arcade Abenobashi (2002), and an episode of Gurren Lagann (2007). Yamaga also wrote the screenplay for Gundam 0080 (1989).

He is portrayed by actor Tsuyoshi Muro in the 2014 TV Drama Aoi Honō based on the autobiographical manga by his fellow Osaka University of Arts alumnus Kazuhiko Shimamoto.

Description above from the Wikipedia article Hiroyuki Yamaga, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1962-03-23,"Niigata, Japan",/vfBpk3r8ilW72sKJlO12R2K8Mgs.jpg,0.4968
224750,Setsuro Wakamatsu,,1949-05-05,"Akita, Japan",/xz0EyKn32fftr9fYX9KknWVeSdl.jpg,1.5191
1045564,Ryuta Tasaki,"Ryuta Tasaki (田崎 竜太, Tasaki Ryūta; born 19 April 1964) is a Japanese director from Tokyo. Mostly known for directing the feature film Gamera the Brave as well as episodes of Pretty Guardian Sailor Moon, Cutie Honey: The Live, the Super Sentai, Power Rangers, and the Kamen Rider series.",1964-04-19,"Tokyo, Japan",/5aHJzuDRGStMSX9tP6Y4mTTcUaW.jpg,0.7522
73121,Gisaburō Sugii,,1940-08-20,"Shizuoka, Japan",/yOp2bmomtcti0JCHmeVDp0FZgfO.jpg,0.4848
552037,Yuji Asada,,,Unknown,,0.3599
89166,Noriaki Yuasa,"From Wikipedia, the free encyclopedia.

Noriaki Yuasa  (born 1933 in Tokyo, Japan) was a Japanese director, most notable for his involvement in the Gamera film series. Yuasa was a special guest at G-Fest in 1999, 2000, and 2003, and was the recipient of the Mangled Skyscraper Award at the latter. He died on June 14, 2004 after suffering a stroke.

Description above from the Wikipedia article Noriaki Yuasa, licensed under CC-BY-SA, full list of contributors on Wikipedia",1933-09-28,"Tokyo, Japan",/u2Bm61cXwS1dUDVP7rsMmWtWNOs.jpg,0.5903
1129511,Ryotaro Makihara,"Ryotaro Makihara (牧原 亮太郎, Makihara Ryōtarō, born 1980) is a Japanese anime animator and director from Aichi Prefecture. After working for animation production companies such as Telecom, Shinei Animation and Production I.G., he is currently working mainly at WIT STUDIO.",1980-01-01,"Aichi, Japan",/fzqFcQaAzzsyTH7EBCtKlB3N9Cq.jpg,0.5005
1489004,Yoshihiro Osugi,,1974-01-17,"Asahikawa, Hokkaido, Japan",/hZ6L3XGyx1krCTgNmu2OQJuGEhK.jpg,0.7045
222323,Hiroyuki Kakudou,Hiroyuki Kakudou is a Japanese anime director. He is best known for directing the first two Digimon series.,1959-09-28,"Fukuoka, Japan",,0.7562
130459,Tōya Satō,,1959-04-11,"Tanashi, Kitatama, Tokyo, Japan",/lelYO3hkH8d8FVVhIzRhofh06Q1.jpg,0.5558
1665801,Takashi Ikehata,"Takashi Ikehata (池端 隆史, Ikehata Takashi, born February 10, 1958) is a Japanese anime director and storyboard artist. He also works under the name Takashi Ikehata (池端たかし) and, occasionally, Higashi Suehiro (末広東).

He started as a cinematographer. In 1981 he joined Tokyo Animation Film (now Anime Film), where was in charge of the photography. After working for several studios, he went freelance.",1958-02-10,Japan,/4oU0knOTn7UGTeYcmqoRHj52zjm.jpg,0.5902
82949,Koreyoshi Kurahara,"Over the course of his varied career, Koreyoshi Kurahara made meticulous noirs, jazzy juvenile-delinquency pictures, and even nature films. His free-form approach to moviemaking was perfectly suited to the radical spirit of the 1960s, when he was one of the biggest hit makers working at the razzle-dazzle, youth-oriented Nikkatsu studios.",1927-05-31,"Kuching, Sarawak, Malaysia",/418eS6iHRvu2k5p8rezVf3kyr0J.jpg,1.9221
99202,Mitsuru Hongo,"Mitsuru Hongo (本郷 みつる, Hongō Mitsuru, born October 12, 1959) is an anime director born in Tokyo and raised in Niigata Prefecture. In addition to his real name 本郷満 (Hongō Mitsuru), he also uses the aliases ほんごうみつる (Hongō Mitsuru), 郷満 (Mitsuro Gō), 潮乱太 (Ranta Ushio), 渋谷ポチ (Shibuya Pochi), and 猫賀大介 (Nekoga Daisuke).",1959-10-12,"Tokyo, Japan",,0.6099
1322458,Yoshikazu Miyao,,,Unknown,,0.4527
123849,Seijiro Koyama,"Born in Gifu Prefecture, Koyama attended Nihon University but quit midway to join the independent production company Kindai Eiga Kyokai, where he worked as an assistant director under such directors as Kaneto Shindō, Kozaburo Yoshimura, and Tadashi Imai. He made his directorial debut in 1971 with thechildren's film Koi no iru mura. His second film, Futatsu no hāmonika (1976), earned him a New Directors Citation from the Directors Guild of Japan. His 1983 film Hometown was entered into the 13th Moscow International Film Festival. His 1987 film, Hachiko Monogatari, about the faithful dog Hachiko, was the top Japanese film at the box office that year. He is known for his humanistic perspective.",1941-07-16,"Gifu, Gifu Prefecture, Japan",/m15oIjw5wTmpteyd3hdPCesJjKw.jpg,0.689
107668,Katsuhito Ishii,"Katsuhito Ishii is a Japanese film director.

After graduating from Musashino Art University, Katsuhito Ishii got a job at Tohokushinsha Film and began directing commercials in 1992, receiving numerous awards in this field. His first short film The Promise of August, shot in 1995, went on to receive the Japanese Film Grand Prix in the Fantastic Video Section of the 1995 Yubari International Fantastic Film Festival.

He made his feature debut with Shark Skin Man and Peach Hip Girl, based on the visual novel by cult manga artist Minetaro Mochizuki and starring regular collaborator Tadanobu Asano.

Ishii quickly followed his success with another box office hit, Party 7 (2000), which featured Masatoshi Nagase, Yoshio Harada and Tadanobu Asano among others. Between the years 2001 and 2002, he created a series of short films including the 3D animated dialogue piece Hal & Bons and the 2D animated space opera Trava Fist Planet. Among other commercials and select TV projects including the short Black Room which starred Takuya Kimura, and Music Power Go Go!, He collaborated with Production I.G for the animation sequence of Quentin Tarantino's Kill Bill: Volume 1.

In 2004, his fourth feature film The Taste of Tea won Best Feature Film at the Hawaii International Film Festival. In 2006, he co-directed the feature film Funky Forest with fellow Japanese film makers and old school friends Shunichiro Miki and ANIKI. He founded his own production company, Nice Rainbow, in October 2006.",1966-12-31,"Niigata, Japan",/desHSa8vCjuWtEFmKs0zjXQHL32.jpg,0.6932
1494690,Chie Hayakawa,"Chie Hayakawa (Japanese: 早川千絵; born 20 August, 1976; Tokyo) is a Japanese filmmaker.

Born in Tokyo and studied photography at School of Visual Arts in New York City. Her short films “Identify This Girl” (2000) and “Photography of Zero” (2003) were included in the exhibition at SVA Gallery in NY. “What you are holding is not an apple” (2000) and “Vajra/Vajra” (2001) were selected in International Festival of Cinema and Technology for two consecutive years and shown in Los Angels, London, and Toronto.",1976-08-20,"Tokyo, Tokyo Prefecture, Japan",/btAPXmNNDOlJzz1AkoRFcEazRAE.jpg,0.6412
1664196,Chiaki Kon,,,Unknown,/fkOcEMPrOMVhPx6YCsPC6hDCEEj.jpg,0.6874
3287407,Yoshihiro Mori,,1982-03-30,Unknown,,0.3239
2057233,Yusuke Ishida,,1977-04-05," Tokyo, Japan",/gPjyVl9ZWneNv3D9OICPIbjtxcJ.jpg,0.4678
1089936,Masayuki Kusumi,,1958-07-15,"Mitaka, Tokyo, Japan",/g8HkQgMlezbPLQvlAW4teckWJrl.jpg,0.5005
70212,Kazuaki Kiriya,"Kazuaki Kiriya, born April 20, 1968, is a Japanese photographer and director of films and music videos.  In 1983, in his second year of junior high school, he moved to the United States. He attended Northfield Mount Hermon School and the Cambridge School in Weston, Massachusetts and then the School of Constructed Environments at Parsons The New School for Design in New York. At first, as a student, he aimed to enter the business world, but through the experience of seeing others' pleasure when he communicated through drawing at times when his English failed him, he came to be more oriented toward the world of art. Beginning in 1994, he became involved in designing album covers, photography, and directing music videos for many recording artists including Hikaru Utada, SMAP, The Back Horn, Mr. Children, Misia, Southern All Stars, Glay, and Ayumi Hamasaki.

Kiriya made his feature film debut in 2004, writing and directing the ambitious live action film adaptation of Casshan. The film was among the first to be shot on a digital backlot. In 2009, he wrote and directed his second film, Goemon (a fantasy epic based on the life of Ishikawa Goemon), in which he also appeared in a cameo as Akechi Mitsuhide. In 2015, Kiriya directed his first English-language film, Last Knights, a reimagining of the legend of the forty-seven ronin.",1968-04-20," Kumamoto, Japan",,0.476
